"genotype" "clonalcolony" "identifier"
"FY4-5" "A7-110316" 96691
"FY4-5" "A7-110316" 96695
"FY4-5" "A7-110316" 96696
"FY4-5" "A7-110316" 96697
"FY4-5" "A7-110316" 96702
"FY4-5" "A7-110316" 96709
"FY4-5" "A7-110316" 96710
"FY4-5" "A7-110316" 96711
"FY4-5" "A7-110316" 96712
"FY4-5" "A7-110316" 96713
"FY4-5" "A7-110316" 96714
"FY4-5" "A7-110316" 96715
"FY4-5" "A7-110316" 96717
"FY4-5" "A7-110316" 96718
"FY4-5" "A7-110316" 96721
"FY4-5" "A7-110316" 96722
"FY4-5" "A7-110316" 96724
"FY4-5" "A7-110316" 96726
"FY4-5" "A7-110316" 96728
"FY4-5" "A7-110316" 96729
"FY4-5" "A7-110316" 96730
"FY4-5" "A7-110316" 96731
"FY4-5" "A7-110316" 96734
"FY4-5" "A7-110316" 96735
"FY4-5" "A7-110316" 96736
"FY4-5" "A7-110316" 96737
"FY4-5" "A7-110316" 96738
"FY4-5" "A7-110316" 96741
"FY4-5" "A7-110316" 96742
"FY4-5" "A7-110316" 96743
"FY4-5" "A7-110316" 96746
"FY4-5" "A7-110316" 96747
"FY4-5" "A7-110316" 96748
"FY4-5" "A7-110316" 96750
"FY4-5" "A7-110316" 96751
"FY4-5" "A7-110316" 96752
"FY4-5" "A7-110316" 96754
"FY4-5" "A7-110316" 96755
"FY4-5" "A7-110316" 96756
"FY4-5" "A7-110316" 96759
"FY4-5" "A7-110316" 96760
"FY4-5" "A7-110316" 96765
"FY4-5" "A7-110316" 96766
"FY4-5" "A7-110316" 96769
"FY4-5" "A7-110316" 96771
"FY4-5" "A7-110316" 96773
"FY4-5" "A7-110316" 96774
"FY4-5" "A7-110316" 96775
"FY4-5" "A7-110316" 96778
"FY4-5" "A7-110316" 96781
"FY4-5" "A7-110316" 96782
"FY4-5" "A7-110316" 96783
"FY4-5" "A7-110316" 96785
"FY4-5" "A7-110316" 96787
"FY4-5" "A7-110316" 96790
"FY4-5" "A7-110316" 96792
"FY4-5" "A7-110316" 96798
"FY4-5" "A7-110316" 96800
"FY4-5" "A7-110316" 96803
"FY4-5" "A7-110316" 96804
"FY4-5" "A7-110316" 96806
"FY4-5" "A7-110316" 96809
"FY4-5" "A7-110316" 96811
"FY4-5" "A7-110316" 96812
"FY4-5" "A7-110316" 96820
"FY4-5" "A7-110316" 96821
"FY4-5" "A7-110316" 96822
"FY4-5" "A7-110316" 96825
"FY4-5" "A7-110316" 96826
"FY4-5" "A7-110316" 96827
"FY4-5" "A7-110316" 96828
"FY4-5" "A7-110316" 96829
"FY4-5" "A7-110316" 96831
"FY4-5" "A7-110316" 96833
"FY4-5" "A7-110316" 96834
"FY4-5" "A7-110316" 96836
"FY4-5" "A7-110316" 96837
"FY4-5" "A7-110316" 96838
"FY4-5" "A7-110316" 96841
"FY4-5" "A7-110316" 96847
"FY4-5" "A7-110316" 96851
"FY4-5" "A7-110316" 96852
"FY4-5" "A7-110316" 96853
"FY4-5" "A7-110316" 96854
"FY4-5" "A7-110316" 96857
"FY4-5" "A7-110316" 96859
"FY4-5" "A7-110316" 96860
"FY4-5" "A7-110316" 96861
"FY4-5" "A7-110316" 96865
"FY4-5" "A7-110316" 96866
"FY4-5" "A7-110316" 96867
"FY4-5" "A7-110316" 96868
"FY4-5" "A7-110316" 96870
"FY4-5" "A7-110316" 96873
"FY4-5" "A7-110316" 96875
"FY4-5" "A7-110316" 96876
"FY4-5" "A7-110316" 96877
"FY4-5" "A7-110316" 96879
"FY4-5" "A7-110316" 96880
"FY4-5" "A7-110316" 96883
"FY4-5" "A7-110316" 96884
"FY4-5" "A7-110316" 96886
"FY4-5" "A7-110316" 96887
"FY4-5" "A7-110316" 96888
"FY4-5" "A7-110316" 96890
"FY4-5" "A7-110316" 96892
"FY4-5" "A7-110316" 96893
"FY4-5" "A7-110316" 96894
"FY4-5" "A7-110316" 96898
"FY4-5" "A7-110316" 96900
"FY4-5" "A7-110316" 96902
"FY4-5" "A7-110316" 96904
"FY4-5" "A7-110316" 96909
"FY4-5" "A7-110316" 96914
"FY4-5" "A7-110316" 96917
"FY4-5" "A7-110316" 96920
"FY4-5" "A7-110316" 96921
"FY4-5" "A7-110316" 96922
"FY4-5" "A7-110316" 96923
"FY4-5" "A7-110316" 96926
"FY4-5" "A7-110316" 96929
"FY4-5" "A7-110316" 96936
"FY4-5" "A7-110316" 96938
"FY4-5" "A7-110316" 96941
"FY4-5" "A7-110316" 96942
"FY4-5" "A7-110316" 96944
"FY4-5" "A7-110316" 96947
"FY4-5" "A7-110316" 96948
"FY4-5" "A7-110316" 96950
"FY4-5" "A7-110316" 96951
"FY4-5" "A7-110316" 96952
"FY4-5" "A7-110316" 96954
"FY4-5" "A7-110316" 96957
"FY4-5" "A7-110316" 96958
"FY4-5" "A7-110316" 96959
"FY4-5" "A7-110316" 96961
"FY4-5" "A7-110316" 96962
"FY4-5" "A7-110316" 96964
"FY4-5" "A7-110316" 96965
"FY4-5" "A7-110316" 96966
"FY4-5" "A7-110316" 96971
"FY4-5" "A7-110316" 96972
"FY4-5" "A7-110316" 96974
"FY4-5" "A7-110316" 96975
"FY4-5" "A7-110316" 96976
"FY4-5" "A7-110316" 96979
"FY4-5" "A7-110316" 96980
"FY4-5" "A7-110316" 96981
"FY4-5" "A7-110316" 96982
"FY4-5" "A7-110316" 96983
"FY4-5" "A7-110316" 96984
"FY4-5" "A7-110316" 96985
"FY4-5" "A7-110316" 96986
"FY4-5" "A7-110316" 96987
"FY4-5" "A7-110316" 96988
"FY4-5" "A7-110316" 96989
"FY4-5" "A7-110316" 96995
"FY4-5" "A7-110316" 96999
"FY4-5" "A7-110316" 97000
"FY4-5" "A7-110316" 97001
"FY4-5" "A7-110316" 97002
"FY4-5" "A7-110316" 97003
"FY4-5" "A7-110316" 97007
"FY4-5" "A7-110316" 97008
"FY4-5" "A7-110316" 97009
"FY4-5" "A7-110316" 97011
"FY4-5" "A7-110316" 97012
"FY4-5" "A7-110316" 97013
"FY4-5" "A7-110316" 97014
"FY4-5" "A7-110316" 97015
"FY4-5" "A7-110316" 97016
"FY4-5" "A7-110316" 97021
"FY4-5" "A8-110316" 95368
"FY4-5" "A8-110316" 95369
"FY4-5" "A8-110316" 95370
"FY4-5" "A8-110316" 95371
"FY4-5" "A8-110316" 95373
"FY4-5" "A8-110316" 95375
"FY4-5" "A8-110316" 95379
"FY4-5" "A8-110316" 95380
"FY4-5" "A8-110316" 95381
"FY4-5" "A8-110316" 95382
"FY4-5" "A8-110316" 95383
"FY4-5" "A8-110316" 95386
"FY4-5" "A8-110316" 95387
"FY4-5" "A8-110316" 95389
"FY4-5" "A8-110316" 95390
"FY4-5" "A8-110316" 95392
"FY4-5" "A8-110316" 95394
"FY4-5" "A8-110316" 95395
"FY4-5" "A8-110316" 95396
"FY4-5" "A8-110316" 95400
"FY4-5" "A8-110316" 95402
"FY4-5" "A8-110316" 95406
"FY4-5" "A8-110316" 95407
"FY4-5" "A8-110316" 95408
"FY4-5" "A8-110316" 95409
"FY4-5" "A8-110316" 95414
"FY4-5" "A8-110316" 95418
"FY4-5" "A8-110316" 95422
"FY4-5" "A8-110316" 95423
"FY4-5" "A8-110316" 95424
"FY4-5" "A8-110316" 95425
"FY4-5" "A8-110316" 95426
"FY4-5" "A8-110316" 95427
"FY4-5" "A8-110316" 95428
"FY4-5" "A8-110316" 95429
"FY4-5" "A8-110316" 95432
"FY4-5" "A8-110316" 95433
"FY4-5" "A8-110316" 95434
"FY4-5" "A8-110316" 95436
"FY4-5" "A8-110316" 95437
"FY4-5" "A8-110316" 95438
"FY4-5" "A8-110316" 95440
"FY4-5" "A8-110316" 95442
"FY4-5" "A8-110316" 95445
"FY4-5" "A8-110316" 95448
"FY4-5" "A8-110316" 95451
"FY4-5" "A8-110316" 95456
"FY4-5" "A8-110316" 95457
"FY4-5" "A8-110316" 95458
"FY4-5" "A8-110316" 95459
"FY4-5" "A8-110316" 95460
"FY4-5" "A8-110316" 95462
"FY4-5" "A8-110316" 95464
"FY4-5" "A8-110316" 95465
"FY4-5" "A8-110316" 95466
"FY4-5" "A8-110316" 95467
"FY4-5" "A8-110316" 95468
"FY4-5" "A8-110316" 95470
"FY4-5" "A8-110316" 95471
"FY4-5" "A8-110316" 95472
"FY4-5" "A8-110316" 95473
"FY4-5" "A8-110316" 95474
"FY4-5" "A8-110316" 95475
"FY4-5" "A8-110316" 95476
"FY4-5" "A8-110316" 95479
"FY4-5" "A8-110316" 95480
"FY4-5" "A8-110316" 95481
"FY4-5" "A8-110316" 95482
"FY4-5" "A8-110316" 95485
"FY4-5" "A8-110316" 95488
"FY4-5" "A8-110316" 95489
"FY4-5" "A8-110316" 95496
"FY4-5" "A8-110316" 95497
"FY4-5" "A8-110316" 95498
"FY4-5" "A8-110316" 95499
"FY4-5" "A8-110316" 95500
"FY4-5" "A8-110316" 95503
"FY4-5" "A8-110316" 95504
"FY4-5" "A8-110316" 95505
"FY4-5" "A8-110316" 95506
"FY4-5" "A8-110316" 95512
"FY4-5" "A8-110316" 95513
"FY4-5" "A8-110316" 95514
"FY4-5" "A8-110316" 95515
"FY4-5" "A8-110316" 95516
"FY4-5" "A8-110316" 95517
"FY4-5" "A8-110316" 95519
"FY4-5" "A8-110316" 95520
"FY4-5" "A8-110316" 95521
"FY4-5" "A8-110316" 95522
"FY4-5" "A8-110316" 95524
"FY4-5" "A8-110316" 95525
"FY4-5" "A8-110316" 95529
"FY4-5" "A8-110316" 95533
"FY4-5" "A8-110316" 95537
"FY4-5" "A8-110316" 95540
"FY4-5" "A8-110316" 95545
"FY4-5" "A8-110316" 95552
"FY4-5" "A8-110316" 95554
"FY4-5" "A8-110316" 95556
"FY4-5" "A8-110316" 95557
"FY4-5" "A8-110316" 95559
"FY4-5" "A8-110316" 95562
"FY4-5" "A8-110316" 95573
"FY4-5" "A8-110316" 95575
"FY4-5" "A8-110316" 95577
"FY4-5" "A8-110316" 95583
"FY4-5" "A8-110316" 95585
"FY4-5" "A8-110316" 95586
"FY4-5" "A8-110316" 95588
"FY4-5" "A8-110316" 95591
"FY4-5" "A8-110316" 95597
"FY4-5" "A8-110316" 95598
"FY4-5" "A8-110316" 95599
"FY4-5" "A8-110316" 95602
"FY4-5" "A8-110316" 95603
"FY4-5" "A8-110316" 95604
"FY4-5" "A8-110316" 95605
"FY4-5" "A8-110316" 95608
"FY4-5" "A8-110316" 95616
"FY4-5" "A8-110316" 95624
"FY4-5" "A8-110316" 95628
"FY4-5" "A8-110316" 95629
"FY4-5" "A8-110316" 95630
"FY4-5" "A8-110316" 95632
"FY4-5" "A8-110316" 95640
"FY4-5" "A8-110316" 95641
"FY4-5" "A8-110316" 95642
"FY4-5" "A8-110316" 95643
"FY4-5" "A8-110316" 95644
"FY4-5" "A8-110316" 95645
"FY4-5" "A8-110316" 95646
"FY4-5" "A8-110316" 95647
"FY4-5" "A8-110316" 95649
"FY4-5" "A8-110316" 95652
"FY4-5" "A8-110316" 95655
"FY4-5" "A8-110316" 95657
"FY4-5" "A8-110316" 95661
"FY4-5" "A8-110316" 95665
"FY4-5" "A8-110316" 95666
"FY4-5" "A8-110316" 95667
"FY4-5" "A8-110316" 95668
"FY4-5" "A8-110316" 95671
"FY4-5" "A8-110316" 95673
"FY4-5" "A8-110316" 95676
"FY4-5" "A8-110316" 95677
"FY4-5" "A8-110316" 95678
"FY4-5" "A8-110316" 95682
"FY4-5" "A8-110316" 95683
"FY4-5" "A8-110316" 95684
"FY4-5" "A8-110316" 95685
"FY4-5" "A8-110316" 95687
"FY4-5" "A8-110316" 95689
"FY4-5" "A8-110316" 95691
"FY4-5" "A8-110316" 95692
"FY4-5" "A8-110316" 95693
"FY4-5" "A8-110316" 95694
"FY4-5" "A8-110316" 95700
"FY4-5" "A8-110316" 95701
"FY4-5" "A8-110316" 95705
"FY4-5" "A8-110316" 95707
"FY4-5" "A8-110316" 95708
"FY4-5" "A8-110316" 95711
"FY4-5" "A8-110316" 95712
"FY4-5" "A8-110316" 95713
"FY4-5" "A8-110316" 95716
"FY4-5" "A8-110316" 95719
"FY4-5" "A8-110316" 95720
"FY4-5" "A8-110316" 95721
"FY4-5" "A8-110316" 95723
"FY4-5" "A8-110316" 95724
"FY4-5" "A8-110316" 95725
"FY4-5" "A8-110316" 95726
"FY4-5" "A8-110316" 95727
"FY4-5" "A8-110316" 95729
"FY4-5" "A8-110316" 95731
"FY4-5" "A8-110316" 95734
"FY4-5" "A8-110316" 95735
"FY4-5" "A8-110316" 95736
"FY4-5" "A8-110316" 95738
"FY4-5" "A8-110316" 95743
"FY4-5" "A8-110316" 95745
"FY4-5" "A8-110316" 95750
"FY4-5" "A8-110316" 95751
"FY4-5" "A8-110316" 95752
"FY4-5" "A8-110316" 95755
"FY4-5" "A8-110316" 95758
"FY4-5" "A8-110316" 95759
"FY4-5" "A8-110316" 95760
"FY4-5" "A8-110316" 95764
"FY4-5" "A8-110316" 95773
"FY4-5" "A8-110316" 95775
"FY4-5" "A8-110316" 95776
"FY4-5" "A8-110316" 95777
"FY4-5" "A8-110316" 95780
"FY4-5" "A8-110316" 95784
"FY4-5" "A8-110316" 95789
"FY4-5" "A8-110316" 95790
"FY4-5" "A8-110316" 95791
"FY4-5" "A8-110316" 95793
"FY4-5" "A8-110316" 95795
"FY4-5" "A8-110316" 95797
"FY4-5" "A8-110316" 95798
"FY4-5" "A8-110316" 95800
"FY4-5" "A8-110316" 95807
"FY4-5" "A8-110316" 95808
"FY4-5" "A8-110316" 95809
"FY4-5" "A8-110316" 95810
"FY4-5" "A8-110316" 95811
"FY4-5" "A8-110316" 95814
"FY4-5" "A8-110316" 95816
"FY4-5" "A8-110316" 95818
"FY4-5" "A8-110316" 95819
"FY4-5" "A8-110316" 95820
"FY4-5" "A8-110316" 95821
"FY4-5" "A8-110316" 95822
"FY4-5" "A8-110316" 95825
"FY4-5" "A8-110316" 95838
"FY4-5" "A8-110316" 95839
"FY4-5" "A8-110316" 95848
"FY4-5" "A8-110316" 95853
"FY4-5" "A8-110316" 95860
"FY4-5" "A8-110316" 95862
"FY4-5" "A8-110316" 95868
"FY4-5" "A8-110316" 95870
"FY4-5" "A8-110316" 95874
"FY4-5" "A8-110316" 95875
"FY4-5" "A8-110316" 95876
"FY4-5" "A8-110316" 95878
"FY4-5" "A8-110316" 95879
"FY4-5" "A8-110316" 95880
"FY4-5" "A8-110316" 95881
"FY4-5" "A8-110316" 95883
"FY4-5" "A8-110316" 95884
"FY4-5" "A8-110316" 95886
"FY4-5" "A8-110316" 95887
"FY4-5" "A8-110316" 95890
"FY4-5" "A8-110316" 95893
"FY4-5" "A8-110316" 95894
"FY4-5" "A8-110316" 95895
"FY4-5" "A8-110316" 95908
"FY4-5" "A8-110316" 95912
"FY4-5" "A8-110316" 95913
"FY4-5" "A8-110316" 95919
"FY4-5" "A8-110316" 95920
"FY4-5" "A8-110316" 95925
"FY4-5" "A8-110316" 95934
"FY4-5" "A8-110316" 95935
"FY4-5" "A8-110316" 95937
"FY4-5" "A8-110316" 95938
"FY4-5" "A8-110316" 95939
"FY4-5" "A8-110316" 95940
"FY4-5" "A8-110316" 95942
"FY4-5" "A8-110316" 95943
"FY4-5" "A8-110316" 95945
"FY4-5" "A8-110316" 95946
"FY4-5" "A8-110316" 95947
"FY4-5" "A8-110316" 95948
"FY4-5" "A8-110316" 95949
"FY4-5" "A8-110316" 95950
"FY4-5" "A8-110316" 95951
"FY4-5" "A8-110316" 95952
"FY4-5" "A8-110316" 95958
"FY4-5" "A8-110316" 95962
"FY4-5" "A8-110316" 95963
"FY4-5" "A8-110316" 95964
"FY4-5" "A8-110316" 95965
"FY4-5" "A8-110316" 95966
"FY4-5" "A8-110316" 95967
"FY4-5" "A8-110316" 95969
"FY4-5" "A8-110316" 95970
"FY4-5" "A8-110316" 95974
"FY4-5" "A8-110316" 95975
"FY4-5" "A8-110316" 95976
"FY4-5" "A8-110316" 95977
"FY4-5" "A8-110316" 95980
"FY4-5" "A8-110316" 95991
"FY4-5" "A8-110316" 95992
"FY4-5" "A8-110316" 95993
"FY4-5" "A8-110316" 95994
"FY4-5" "A8-110316" 95996
"FY4-5" "A8-110316" 95997
"FY4-5" "A8-110316" 95999
"FY4-5" "A8-110316" 96000
"FY4-5" "A8-110316" 96001
"FY4-5" "A8-110316" 96004
"FY4-5" "A8-110316" 96005
"FY4-5" "A8-110316" 96008
"FY4-5" "A8-110316" 96009
"FY4-5" "A8-110316" 96010
"FY4-5" "A8-110316" 96016
"FY4-5" "A8-110316" 96017
"FY4-5" "A8-110316" 96018
"FY4-5" "A8-110316" 96019
"FY4-5" "A8-110316" 96033
"FY4-5" "A8-110316" 96034
"FY4-5" "A8-110316" 96040
"FY4-5" "A8-110316" 96050
"FY4-5" "A8-110316" 96051
"FY4-5" "A8-110316" 96053
"FY4-5" "A8-110316" 96056
"FY4-5" "A8-110316" 96058
"FY4-5" "A8-110316" 96060
"FY4-5" "A8-110316" 96062
"FY4-5" "A8-110316" 96063
"FY4-5" "A8-110316" 96064
"FY4-5" "A8-110316" 96065
"FY4-5" "A8-110316" 96066
"FY4-5" "A8-110316" 96067
"FY4-5" "A8-110316" 96070
"FY4-5" "A8-110316" 96072
"FY4-5" "A8-110316" 96073
"FY4-5" "A8-110316" 96074
"FY4-5" "A8-110316" 96075
"FY4-5" "A8-110316" 96083
"FY4-5" "A8-110316" 96084
"FY4-5" "A8-110316" 96087
"FY4-5" "A8-110316" 96088
"FY4-5" "A8-110316" 96089
"FY4-5" "A8-110316" 96093
"FY4-5" "A8-110316" 96095
"FY4-5" "A8-110316" 96097
"FY4-5" "A8-110316" 96098
"FY4-5" "A8-110316" 96100
"FY4-5" "A8-110316" 96103
"FY4-5" "A8-110316" 96106
"FY4-5" "A8-110316" 96107
"FY4-5" "A8-110316" 96112
"FY4-5" "A8-110316" 96119
"FY4-5" "A8-110316" 96120
"FY4-5" "A8-110316" 96124
"FY4-5" "A8-110316" 96125
"FY4-5" "A8-110316" 96126
"FY4-5" "A8-110316" 96127
"FY4-5" "A8-110316" 96129
"FY4-5" "A8-110316" 96130
"FY4-5" "A8-110316" 96132
"FY4-5" "A8-110316" 96133
"FY4-5" "A8-110316" 96134
"FY4-5" "A8-110316" 96138
"FY4-5" "A8-110316" 96146
"FY4-5" "A8-110316" 96150
"FY4-5" "A8-110316" 96153
"FY4-5" "A8-110316" 96155
"FY4-5" "A8-110316" 96156
"FY4-5" "A8-110316" 96157
"FY4-5" "A8-110316" 96158
"FY4-5" "A8-110316" 96159
"FY4-5" "A8-110316" 96160
"FY4-5" "A8-110316" 96165
"FY4-5" "A8-110316" 96169
"FY4-5" "A8-110316" 96170
"FY4-5" "A8-110316" 96174
"FY4-5" "A8-110316" 96175
"FY4-5" "A8-110316" 96177
"FY4-5" "A8-110316" 96180
"FY4-5" "A8-110316" 96185
"FY4-5" "A8-110316" 96192
"FY4-5" "A8-110316" 96197
"FY4-5" "A8-110316" 96199
"FY4-5" "A8-110316" 96200
"FY4-5" "A8-110316" 96203
"FY4-5" "A8-110316" 96206
"FY4-5" "A8-110316" 96207
"FY4-5" "A8-110316" 96208
"FY4-5" "A8-110316" 96211
"FY4-5" "A8-110316" 96213
"FY4-5" "A8-110316" 96217
"FY4-5" "A8-110316" 96219
"FY4-5" "A8-110316" 96220
"FY4-5" "A8-110316" 96221
"FY4-5" "A8-110316" 96224
"FY4-5" "A8-110316" 96225
"FY4-5" "A8-110316" 96228
"FY4-5" "A8-110316" 96229
"FY4-5" "A8-110316" 96231
"FY4-5" "A8-110316" 96232
"FY4-5" "A8-110316" 96235
"FY4-5" "A8-110316" 96239
"FY4-5" "A8-110316" 96240
"FY4-5" "A8-110316" 96241
"FY4-5" "A8-110316" 96242
"FY4-5" "A8-110316" 96245
"FY4-5" "A10-110316" 93283
"FY4-5" "A11-110316" 92501
"FY4-5" "A11-110316" 92538
"FY4-5" "A11-110316" 92587
"FY4-5" "A11-110316" 92625
"FY4-5" "A11-110316" 92672
"FY4-5" "A11-110316" 92808
"FY4-5" "A11-110316" 92902
"FY4-5" "A11-110316" 93002
"FY4-5" "A11-110316" 93150
"FY4-5" "A12-110316" 91124
"FY4-5" "A12-110316" 91171
"FY4-5" "A12-110316" 91221
"FY4-5" "A12-110316" 91226
"FY4-5" "A12-110316" 91243
"FY4-5" "A12-110316" 91250
"FY4-5" "A12-110316" 91270
"FY4-5" "A12-110316" 91385
"FY4-5" "A12-110316" 91390
"FY4-5" "A12-110316" 91396
"FY4-5" "A12-110316" 91408
"FY4-5" "A12-110316" 91413
"FY4-5" "A12-110316" 91419
"FY4-5" "A12-110316" 91454
"FY4-5" "A12-110316" 91471
"FY4-5" "A12-110316" 91476
"FY4-5" "A12-110316" 91623
"FY4-5" "A12-110316" 91631
"FY4-5" "A12-110316" 91660
"FY4-5" "A12-110316" 91666
"FY4-5" "A12-110316" 91750
"FY4-5" "A12-110316" 91754
"FY4-5" "A12-110316" 91830
"FY4-5" "A12-110316" 91989
"FY4-5" "A12-110316" 91999
"FY4-5" "A12-110316" 92032
"FY4-5" "A12-110316" 92135
"FY4-5" "A12-110316" 92143
"FY4-5" "A12-110316" 92169
"FY4-5" "A12-110316" 92201
"FY4-5" "A12-110316" 92242
"FY4-5" "A12-110316" 92260
"FY4-5" "A12-110316" 92261
"FY4-5" "A12-110316" 92264
"OakBC248" "B4-110316" 83398
"OakBC248" "B4-110316" 83567
"OakBC248" "B5-110316" 83738
"OakBC248" "B5-110316" 83744
"OakBC248" "B5-110316" 83813
"OakBC248" "B5-110316" 83914
"OakBC248" "B5-110316" 83931
"OakBC248" "B5-110316" 83935
"OakBC248" "B5-110316" 83959
"OakBC248" "B5-110316" 84019
"OakBC248" "B5-110316" 84032
"OakBC248" "B5-110316" 84045
"OakBC248" "B5-110316" 84050
"OakBC248" "B5-110316" 84058
"OakBC248" "B5-110316" 84154
"OakBC248" "B5-110316" 84162
"OakBC248" "B5-110316" 84305
"OakBC248" "B5-110316" 84313
"OakBC248" "B5-110316" 84317
"OakBC248" "B5-110316" 84339
"OakBC248" "B5-110316" 84409
"OakBC248" "B5-110316" 84484
"OakBC248" "B5-110316" 84485
"OakBC248" "B5-110316" 84620
"OakBC248" "B6-110316" 84651
"OakBC248" "B6-110316" 84675
"OakBC248" "B6-110316" 84678
"OakBC248" "B6-110316" 84679
"OakBC248" "B6-110316" 84680
"OakBC248" "B6-110316" 84683
"OakBC248" "B6-110316" 84689
"OakBC248" "B6-110316" 84690
"OakBC248" "B6-110316" 84698
"OakBC248" "B6-110316" 84717
"OakBC248" "B6-110316" 84721
"OakBC248" "B6-110316" 84722
"OakBC248" "B6-110316" 84730
"OakBC248" "B6-110316" 84731
"OakBC248" "B6-110316" 84734
"OakBC248" "B6-110316" 84740
"OakBC248" "B6-110316" 84758
"OakBC248" "B6-110316" 84760
"OakBC248" "B6-110316" 84763
"OakBC248" "B6-110316" 84764
"OakBC248" "B6-110316" 84765
"OakBC248" "B6-110316" 84766
"OakBC248" "B6-110316" 84767
"OakBC248" "B6-110316" 84768
"OakBC248" "B6-110316" 84780
"OakBC248" "B6-110316" 84781
"OakBC248" "B6-110316" 84783
"OakBC248" "B6-110316" 84801
"OakBC248" "B6-110316" 84808
"OakBC248" "B6-110316" 84809
"OakBC248" "B6-110316" 84811
"OakBC248" "B6-110316" 84817
"OakBC248" "B6-110316" 84822
"OakBC248" "B6-110316" 84828
"OakBC248" "B6-110316" 84829
"OakBC248" "B6-110316" 84837
"OakBC248" "B6-110316" 84839
"OakBC248" "B6-110316" 84840
"OakBC248" "B6-110316" 84864
"OakBC248" "B6-110316" 84865
"OakBC248" "B6-110316" 84870
"OakBC248" "B6-110316" 84871
"OakBC248" "B6-110316" 84873
"OakBC248" "B6-110316" 84874
"OakBC248" "B6-110316" 84875
"OakBC248" "B6-110316" 84876
"OakBC248" "B6-110316" 84887
"OakBC248" "B6-110316" 84888
"OakBC248" "B6-110316" 84889
"OakBC248" "B6-110316" 84891
"OakBC248" "B6-110316" 84892
"OakBC248" "B6-110316" 84897
"OakBC248" "B6-110316" 84898
"OakBC248" "B6-110316" 84899
"OakBC248" "B6-110316" 84900
"OakBC248" "B6-110316" 84906
"OakBC248" "B6-110316" 84911
"OakBC248" "B6-110316" 84912
"OakBC248" "B6-110316" 84914
"OakBC248" "B6-110316" 84916
"OakBC248" "B6-110316" 84917
"OakBC248" "B6-110316" 84920
"OakBC248" "B6-110316" 84922
"OakBC248" "B6-110316" 84925
"OakBC248" "B6-110316" 84926
"OakBC248" "B6-110316" 84927
"OakBC248" "B6-110316" 84932
"OakBC248" "B6-110316" 84933
"OakBC248" "B6-110316" 84935
"OakBC248" "B6-110316" 84936
"OakBC248" "B6-110316" 84942
"OakBC248" "B6-110316" 84943
"OakBC248" "B6-110316" 84952
"OakBC248" "B6-110316" 84953
"OakBC248" "B6-110316" 84962
"OakBC248" "B6-110316" 84967
"OakBC248" "B6-110316" 84968
"OakBC248" "B6-110316" 84971
"OakBC248" "B6-110316" 84982
"OakBC248" "B6-110316" 84984
"OakBC248" "B6-110316" 84989
"OakBC248" "B6-110316" 84990
"OakBC248" "B6-110316" 84997
"OakBC248" "B6-110316" 84999
"OakBC248" "B6-110316" 85007
"OakBC248" "B6-110316" 85008
"OakBC248" "B6-110316" 85009
"OakBC248" "B6-110316" 85011
"OakBC248" "B6-110316" 85015
"OakBC248" "B6-110316" 85016
"OakBC248" "B6-110316" 85017
"OakBC248" "B6-110316" 85018
"OakBC248" "B6-110316" 85021
"OakBC248" "B6-110316" 85026
"OakBC248" "B6-110316" 85049
"OakBC248" "B6-110316" 85050
"OakBC248" "B6-110316" 85056
"OakBC248" "B6-110316" 85058
"OakBC248" "B6-110316" 85059
"OakBC248" "B6-110316" 85083
"OakBC248" "B6-110316" 85095
"OakBC248" "B6-110316" 85098
"OakBC248" "B6-110316" 85102
"OakBC248" "B6-110316" 85103
"OakBC248" "B6-110316" 85104
"OakBC248" "B6-110316" 85116
"OakBC248" "B6-110316" 85117
"OakBC248" "B6-110316" 85120
"OakBC248" "B6-110316" 85144
"OakBC248" "B6-110316" 85146
"OakBC248" "B6-110316" 85147
"OakBC248" "B6-110316" 85148
"OakBC248" "B6-110316" 85151
"OakBC248" "B6-110316" 85158
"OakBC248" "B6-110316" 85167
"OakBC248" "B6-110316" 85168
"OakBC248" "B6-110316" 85170
"OakBC248" "B6-110316" 85171
"OakBC248" "B6-110316" 85174
"OakBC248" "B6-110316" 85192
"OakBC248" "B6-110316" 85193
"OakBC248" "B6-110316" 85195
"OakBC248" "B6-110316" 85199
"OakBC248" "B6-110316" 85200
"OakBC248" "B6-110316" 85201
"OakBC248" "B6-110316" 85203
"OakBC248" "B6-110316" 85206
"OakBC248" "B6-110316" 85208
"OakBC248" "B6-110316" 85220
"OakBC248" "B6-110316" 85221
"OakBC248" "B6-110316" 85222
"OakBC248" "B6-110316" 85223
"OakBC248" "B6-110316" 85224
"OakBC248" "B6-110316" 85225
"OakBC248" "B6-110316" 85226
"OakBC248" "B6-110316" 85228
"OakBC248" "B6-110316" 85229
"OakBC248" "B6-110316" 85256
"OakBC248" "B6-110316" 85257
"OakBC248" "B6-110316" 85258
"OakBC248" "B6-110316" 85265
"OakBC248" "B6-110316" 85266
"OakBC248" "B6-110316" 85267
"OakBC248" "B6-110316" 85282
"OakBC248" "B6-110316" 85286
"OakBC248" "B6-110316" 85288
"OakBC248" "B6-110316" 85315
"OakBC248" "B6-110316" 85317
"OakBC248" "B6-110316" 85320
"OakBC248" "B6-110316" 85322
"OakBC248" "B6-110316" 85326
"OakBC248" "B6-110316" 85329
"OakBC248" "B6-110316" 85330
